Campo,Valor,Porcentagem do Total de Focos;;;;
Amazonia,103161,46.30%;;;;
Cerrado,63819,28.64%;;;;
Pantanal,22116,9.93%;;;;
Mata Atlantica,17512,7.86%;;;;
Caatinga,14504,6.51%;;;;
Pampa,1685,0.76%;;;;
;;;;
